,Sentiment
37006,0
7551,2
328,0
19544,0
22699,2
6700,1
24014,0
29169,2
5407,2
10221,2
8979,0
18443,2
32902,0
40071,2
38103,1
15378,0
15940,2
28753,2
28293,2
19855,2
17432,0
9803,0
7329,0
12594,2
40241,1
29601,1
2453,0
17688,2
11902,1
19440,0
18142,1
17567,1
27905,0
25341,2
37279,1
25335,2
14402,1
7655,2
9140,1
13522,2
7626,2
38277,0
1965,0
25509,0
26660,1
18361,2
18410,1
21515,1
10861,0
3706,2
12602,2
19996,0
7644,1
38597,2
12413,0
17044,2
2624,1
19570,0
17630,0
36465,0
19731,2
11563,0
169,0
36455,0
24599,0
35119,2
692,0
38007,2
16381,2
7595,2
26408,1
7729,1
33575,0
19069,2
25602,2
33558,2
18490,2
27421,2
5936,2
6557,2
29758,0
4271,2
26713,2
37182,2
39320,0
7705,2
21579,0
28812,0
21829,2
26749,0
5942,0
29239,2
40689,2
30561,1
30038,2
16192,0
5840,0
40901,2
21205,1
27433,0
11731,1
22544,2
25284,0
8541,0
325,1
10044,1
19431,2
3682,2
31328,1
30886,0
11736,0
16792,2
22120,0
24017,0
12258,2
19617,2
8801,0
7981,2
30627,1
36247,2
33967,2
32477,2
25233,1
1521,2
10110,2
14667,1
29402,2
33895,2
18322,2
18347,1
18830,2
1161,0
9449,0
31494,2
347,2
9741,0
12765,0
35084,0
39107,1
21927,0
38841,2
12107,2
21899,1
23632,2
15753,2
30080,0
18606,2
2422,2
9520,2
13871,0
20577,0
5467,0
4335,2
35590,2
16488,0
28448,0
31780,0
32049,2
31559,2
31723,0
17806,1
19213,0
20683,2
26154,0
39923,2
32598,0
19132,0
33644,2
33110,2
31029,0
14108,1
36469,2
34426,2
4655,2
37658,2
3020,0
9636,0
11043,1
29844,0
17750,1
5602,2
5063,2
17045,1
32170,1
27709,2
10192,0
12846,0
21546,2
17369,2
38452,1
5206,2
38579,1
15268,1
38042,2
20582,0
32694,2
17999,0
3796,0
34228,1
23316,2
40809,2
29756,2
37162,2
18456,0
23116,2
13224,2
24058,0
559,2
12891,0
17934,0
37144,2
17849,1
39691,1
24815,2
5265,0
16329,2
10977,0
34051,1
5226,2
29432,2
38800,2
16808,0
38397,1
16106,1
13225,2
24515,0
38711,0
33105,0
25734,0
11559,0
11687,0
7582,1
40846,0
14757,2
28050,0
19611,2
26181,2
33425,2
15433,2
17002,2
35726,1
30750,0
1048,2
11920,2
16199,1
36549,2
7146,0
34396,1
22658,1
39140,2
14859,0
29212,1
23477,2
25817,0
32718,2
8524,1
6348,1
36616,0
9751,2
35575,1
39057,2
39803,1
5757,2
19852,1
15815,2
13123,0
35173,1
40390,2
37776,2
13848,2
21206,1
26715,0
28444,0
13070,2
2601,0
25225,2
27672,0
33596,2
33094,2
27064,2
14766,0
21213,2
8785,0
13117,0
2836,0
29879,0
40899,2
29361,2
24327,2
32265,0
11069,0
36925,2
39040,2
1080,0
11169,0
9974,2
17564,0
26072,1
28125,2
23665,2
34107,0
32216,2
12001,0
7253,2
5769,2
23945,0
26094,2
15023,2
22216,0
24924,0
32806,2
16814,2
16189,2
12005,0
12367,1
19922,0
33383,2
723,2
16217,0
19502,1
15402,1
39581,2
6386,2
5463,0
14285,0
19201,2
30793,2
13310,2
36496,0
36151,0
31643,1
6366,2
37029,2
5323,0
10512,2
15973,0
14362,2
37632,1
13452,2
11785,0
26260,0
2633,1
38411,2
37204,0
38089,1
14367,1
22261,0
36131,1
12741,1
28196,0
2931,0
1393,2
12214,2
20796,2
40201,0
19081,1
10982,2
6076,0
9081,2
9804,2
20773,2
9927,0
3532,0
35875,2
31999,2
6260,0
1943,2
31085,0
13197,2
21661,2
40948,0
9251,0
35305,2
587,2
2719,2
8212,2
10877,2
14382,1
6743,0
21958,1
17617,1
14597,2
9319,1
39232,2
40902,2
31704,0
13014,1
3891,0
15818,0
10879,2
11618,2
9246,0
19545,2
34333,0
31063,1
21441,1
2146,0
10030,2
36438,0
32817,1
6559,1
8956,0
3075,0
18521,0
9723,2
37035,2
40203,1
18517,2
589,2
21900,2
2303,0
40026,0
25253,0
27636,1
32442,2
14532,2
18017,1
39962,2
29297,0
2873,2
28775,2
6231,2
11840,1
21494,2
33404,0
25932,2
28720,1
29682,1
29021,1
15960,2
23230,2
28194,0
2268,2
7889,0
36650,1
25943,2
38930,0
20267,0
30608,0
30112,0
35113,1
40416,2
9539,0
41051,2
39032,2
17190,0
6945,0
40640,1
13569,2
15512,2
40343,0
34711,2
32114,2
15055,2
22717,0
20568,1
6346,2
35801,1
32791,2
36954,0
38894,2
29336,2
19254,0
31748,0
18997,0
31365,0
3743,1
17652,0
14361,0
1570,2
16994,2
4583,1
23870,0
38004,1
28872,2
11852,0
29366,2
25346,1
29276,1
32163,2
16414,0
28837,2
28054,1
31569,0
27878,2
9523,2
10403,2
5977,0
25122,0
39865,2
11005,0
29613,1
12113,1
1762,2
36734,0
21149,2
5,2
26323,2
39146,0
5522,2
29515,1
3468,2
39350,1
3216,2
11587,0
34127,2
14782,0
6549,0
2293,2
28546,0
19146,1
35223,1
6051,0
30537,2
27615,0
13842,2
14083,2
24655,1
23704,2
17748,2
22351,1
27161,1
8407,1
8834,2
14029,2
37178,0
29856,0
20349,2
19281,2
9095,2
1234,0
21890,2
24276,1
19388,0
39453,0
388,1
17778,0
14857,2
25235,0
2115,0
17352,1
38189,1
1253,2
19637,0
26991,1
33807,0
33720,2
22886,0
35932,2
24454,1
3388,0
369,2
12739,0
11522,2
26806,2
3626,0
16471,0
34421,2
34425,1
39208,1
3983,0
19167,2
33929,0
27835,1
1524,1
11009,2
20655,0
30474,2
20505,2
35901,0
6321,2
17926,2
4521,0
1438,0
4494,2
1972,0
7886,1
22727,0
2474,0
28048,0
3110,2
6374,2
4938,2
24220,2
8635,1
13725,2
180,1
27726,0
28178,2
8069,0
25809,0
34219,0
2335,2
36210,1
36661,2
38722,0
26030,1
1847,2
29859,1
16730,0
14816,2
4303,0
30359,0
1545,0
18068,2
31214,0
5664,1
39066,2
15809,0
12300,0
4713,0
17912,2
4658,2
23817,2
30273,1
19420,0
10579,2
30364,0
34395,2
38619,0
31502,0
37154,0
21764,2
6694,0
25453,2
39970,2
38948,1
6302,2
40159,1
24210,2
18976,0
35977,0
21990,2
32299,1
37137,2
23329,0
22114,2
39696,1
33974,1
12055,1
22507,0
17729,0
19256,0
22152,0
23032,0
750,2
73,2
10404,0
20043,1
34539,2
1111,2
27389,2
23841,0
35053,2
31307,2
28727,1
15544,2
22289,0
15224,2
30140,0
26069,0
30836,0
8824,0
20379,2
7267,0
21179,0
33416,2
29222,2
24794,0
38087,2
13910,2
35175,2
37218,1
36984,1
29750,2
8761,2
8925,0
13907,1
1378,2
40030,2
10440,2
4801,0
8633,2
4483,0
5029,2
28913,0
28433,0
18583,0
36609,2
20266,1
25075,2
6890,2
22732,2
9151,1
21228,2
6439,0
10304,1
29660,2
13678,0
31746,1
912,1
8852,0
22000,2
2676,0
38969,0
2830,0
39452,0
40664,0
17602,0
4348,0
28249,0
1307,0
22877,2
28154,1
8169,0
26182,2
32670,0
12273,0
17863,1
30816,0
31445,0
11075,0
10897,2
24,2
5289,0
7947,2
6281,2
32587,1
26772,1
8515,2
37524,2
1554,2
333,1
33784,0
7490,2
1624,1
20799,0
9123,0
828,0
40027,0
4014,0
13531,2
26132,0
25894,1
19642,0
15299,2
28859,1
23664,2
24012,1
6893,2
20747,2
14824,0
35194,0
32493,2
35416,0
6697,1
28898,0
6458,0
40194,0
20137,2
38358,0
15255,0
22915,0
34292,1
12481,1
1055,2
8440,2
30176,1
716,2
14668,2
14849,2
37813,2
30024,0
11838,0
702,0
25070,0
33286,0
10696,0
39734,2
27189,0
11310,0
12973,0
22649,2
11722,0
31152,2
30876,2
35472,1
12818,2
16681,0
16900,0
40678,0
24175,2
15879,2
23270,2
8650,0
36028,0
34555,0
35642,0
31436,1
11650,0
10784,2
26948,0
8659,2
4279,1
9824,0
16874,0
26622,2
11896,0
34745,1
9032,0
13759,0
29535,2
20163,0
681,2
37152,2
32417,0
21779,0
15897,1
14324,0
6176,0
16710,0
38714,0
18382,1
27682,1
10080,1
38366,2
4977,0
30293,2
35559,2
12087,2
37087,0
29705,0
21403,2
36771,1
24966,2
28787,0
36758,0
26438,1
14270,0
18999,0
24723,0
19354,2
21751,2
32388,0
7001,0
41113,1
24237,0
16254,2
4698,1
31607,0
20444,2
7943,0
25150,0
15877,2
27381,0
9863,0
4986,0
40420,0
19578,1
31069,2
30162,2
33917,1
5547,2
34348,1
36159,0
26190,2
584,2
2927,0
19118,0
25367,2
36467,0
18783,2
33270,0
34869,0
4600,2
34227,2
26972,2
30985,0
21995,0
37893,2
39267,2
2496,2
2631,0
25294,2
28207,2
15918,2
9080,0
31543,2
36352,1
11392,2
30875,1
34947,0
7721,0
12178,2
30577,0
22308,2
11485,2
37986,2
30330,1
17923,2
39658,2
36080,1
6628,2
38753,2
7143,2
28889,0
9967,2
25333,2
27715,0
32761,0
28203,0
5078,0
1604,2
14511,2
6043,0
38436,0
31223,2
15503,1
11742,2
19640,2
40780,1
29494,2
13641,0
35629,0
1235,2
35650,0
37743,1
35064,0
869,1
24508,0
4904,2
3487,2
39451,1
15743,1
35706,1
39742,0
9710,0
4169,2
39964,2
20812,2
15885,2
4060,0
15383,2
7135,0
1558,2
30416,2
30904,2
19068,0
4678,2
4194,1
12695,0
8731,0
10218,0
14438,1
27173,1
17851,2
4518,1
25323,0
30901,2
5860,2
11220,0
11907,2
13966,0
7392,1
19517,2
40106,2
7205,0
36788,0
40387,0
1970,2
1327,2
27412,0
11235,2
18321,0
39593,0
32346,2
20851,2
17383,1
332,0
34670,2
21670,0
7481,2
24117,0
22608,0
20088,2
23060,2
38924,2
13153,2
40783,0
39584,0
39044,2
21495,2
13395,0
15409,0
21002,0
18426,0
17686,2
31628,2
26670,2
17274,1
29280,2
33047,1
2701,0
17760,0
38704,0
37037,2
17500,0
9191,2
39123,0
1379,2
28470,2
16750,0
2262,2
20344,0
18379,0
25007,0
33337,2
14742,2
17121,0
37659,2
2412,2
21053,2
23373,2
32411,2
9479,0
25310,1
25729,1
25498,2
39791,0
39974,0
24453,2
30302,2
35209,0
16533,0
23749,2
13553,1
15570,0
33228,2
31185,0
10539,2
30651,2
39053,2
19728,0
21331,2
13265,2
23715,1
32976,2
7559,2
32919,1
21017,1
37756,0
13048,2
17958,1
732,2
40119,0
5331,2
14973,2
21191,2
27410,1
17043,0
4629,0
11135,2
35688,2
40886,0
32891,2
3928,0
35665,2
3267,0
22786,0
7522,2
19712,0
39605,0
39237,0
2170,0
9697,2
32372,0
9264,0
11480,1
37145,1
3671,1
6163,1
33690,1
36248,2
17481,2
24305,0
13012,1
25845,0
7627,2
36413,0
3354,0
8733,2
29179,2
18057,2
32630,2
30908,2
7623,2
30898,2
16089,0
3704,0
5979,1
25995,2
32205,0
13052,1
18803,0
20959,2
3987,0
6115,0
10084,2
38574,2
17139,0
35534,0
10039,2
20677,0
11232,2
10750,0
15698,1
20639,2
24360,0
40006,2
1860,0
9242,2
18922,0
2173,2
29075,2
10524,2
12364,0
32046,1
3565,0
28343,0
6823,2
6478,0
20734,0
18351,2
41080,1
23296,0
28212,2
35836,0
36837,2
13564,2
28299,1
23864,0
26517,0
9763,1
23951,1
15586,2
11453,0
7018,0
28030,0
16242,0
4831,2
37672,2
25018,2
26467,2
5364,1
32543,0
12717,1
34050,2
11079,2
24643,2
33406,2
26007,0
11775,2
29337,2
5985,2
20469,0
36391,1
37334,0
15471,0
39778,0
11052,0
22650,0
20755,2
32830,2
3751,1
24316,0
10836,2
15511,0
24687,2
20562,2
20460,2
10117,2
27828,1
18226,1
652,2
11128,0
17858,1
20446,2
37247,2
16087,1
15718,0
4685,0
6114,0
12943,2
35733,2
30915,0
33937,2
19385,2
31147,2
18905,0
34597,2
1200,1
18911,2
31350,2
15213,0
3095,2
22280,0
8443,0
5036,0
33906,0
30120,2
17585,2
2227,0
14634,2
5454,2
38352,0
25429,0
14182,2
13003,0
21158,2
14709,1
4561,0
21616,0
17541,2
40912,0
25790,2
19357,2
25977,2
16195,2
8410,0
22209,1
31003,2
39338,1
7964,0
37649,2
34948,2
31719,2
24032,0
2877,0
9265,2
14847,0
17960,2
26927,0
9921,1
3433,2
35966,0
5793,2
8473,0
39471,1
7840,0
3926,0
12157,0
35250,2
7447,2
11165,2
31741,2
909,2
4937,0
14103,0
13807,0
40399,0
19580,1
21742,0
11594,0
28252,2
5183,0
16178,0
21684,0
22333,2
25513,2
15722,1
40386,1
34754,0
6164,1
368,0
20764,2
763,2
27155,0
22757,0
2164,2
12682,2
5813,0
24928,0
39060,2
34854,2
23889,2
32669,1
6370,0
24138,2
12731,2
5980,1
34681,0
5748,2
40893,2
8396,1
3588,2
17203,2
38669,1
21006,2
2591,2
21895,2
9017,2
14175,2
8588,2
10235,2
2119,1
16136,1
7224,2
323,0
34613,1
14806,2
2019,0
4154,1
10431,2
39081,2
39700,0
38921,0
32678,0
19161,0
35514,0
34199,0
31179,0
40833,0
27062,0
29696,2
35428,2
14651,2
27611,2
26028,1
34429,0
4288,2
40370,2
13588,0
23510,2
13974,0
25291,0
25391,0
37434,2
3411,1
2651,0
15327,0
40351,0
33219,2
33508,1
14643,0
412,1
34363,2
22729,2
14017,1
10537,0
28844,2
19716,0
27768,2
11743,0
27123,0
6507,0
316,0
7139,0
28454,1
10103,2
6630,2
14085,2
21571,0
16022,0
4660,0
9307,1
11620,1
7746,0
28460,0
4307,1
28609,2
13168,2
5926,0
31414,2
32282,0
13161,2
6623,2
1611,0
25576,1
14067,0
39657,2
24501,2
2967,2
28506,0
16335,0
13707,0
17310,2
24634,2
4166,0
36748,2
39210,0
40712,0
5207,2
24362,0
30883,2
14160,2
10930,2
6303,1
12847,0
11826,2
16876,1
30190,2
9268,2
39427,0
31465,2
31542,1
38151,0
39756,2
39441,0
12655,0
16223,2
6660,2
31197,2
15198,0
32947,0
27834,0
24023,1
2248,0
13186,1
15106,2
6108,0
12956,2
26130,2
13528,1
33359,0
27921,0
29501,2
30189,1
37005,1
32864,0
3893,0
2723,2
26842,0
9217,1
29463,2
34658,2
22304,2
20145,1
24564,2
6480,1
4928,1
14458,2
9962,0
17917,0
2996,2
15794,2
30290,1
14221,0
37404,1
20550,2
26406,1
3022,2
37231,0
33050,1
6725,2
4999,2
15318,0
17270,1
8829,0
12489,2
11050,0
30726,2
33221,2
11558,2
37896,0
1782,0
20462,2
26953,0
30548,0
31614,0
37107,2
26473,0
14059,2
26906,1
19899,2
39965,1
23211,0
7882,2
24122,2
24805,1
25962,0
29275,2
25338,1
28058,0
38338,1
36530,0
9471,2
29226,0
5095,1
8568,2
23582,2
39871,1
36794,2
19880,2
37341,0
19012,0
29390,2
35611,2
28836,0
23774,0
8209,2
5742,0
14381,2
23649,0
14241,2
37965,0
7727,2
21917,0
2748,2
19564,0
28353,1
29468,0
19592,1
38179,2
38271,2
19210,1
34482,0
1015,0
18825,2
25793,0
13912,2
14915,0
3632,0
26281,2
28814,2
35038,0
9527,2
13608,0
37322,1
6027,2
566,2
3096,2
37629,1
17837,2
39963,0
39094,0
10611,0
4659,2
29838,2
15095,0
8468,2
24478,2
29388,0
33999,0
18947,1
4700,2
4118,0
34976,2
28569,2
27816,2
14655,0
8308,0
18889,0
17605,1
38485,2
6087,0
40328,0
13991,1
9016,2
40205,2
28995,1
19518,1
29572,2
3925,2
35698,2
983,1
17167,2
11161,0
2081,2
16756,2
5169,2
23129,2
5725,0
33243,2
5900,2
4948,1
12584,1
34938,2
38932,2
1163,0
12772,2
25135,0
39898,2
31946,0
33752,2
10189,0
40009,2
29109,2
1995,1
12841,2
13803,2
25101,2
8905,2
6962,1
29574,2
3034,1
20138,2
26536,0
24151,2
33034,1
35583,0
34245,2
29302,1
8857,1
39621,0
32666,1
26014,2
4532,2
9116,2
8666,1
4846,2
29559,1
30428,2
22746,0
34209,0
11646,1
30380,1
28056,2
20438,2
5143,0
35300,2
20283,2
23654,2
11583,0
844,2
24181,2
14938,2
36685,2
37766,1
5194,2
13269,1
31382,2
34489,2
16332,0
24660,1
6429,0
8484,2
35850,1
10002,1
12172,1
33232,2
29685,2
39152,2
13981,0
37454,0
8922,2
24737,0
25866,1
10477,0
5409,1
27563,2
9108,2
31773,0
12057,2
40873,0
21647,0
35193,0
14964,0
38269,0
22264,2
11401,2
31941,2
16450,1
7399,1
40492,2
8921,2
16365,2
10571,2
15601,2
29426,0
17969,0
33120,2
6702,0
20315,0
36091,2
3810,1
20552,2
18815,2
18386,1
34364,1
5669,2
7944,0
34407,2
28624,0
23678,2
21619,2
8097,2
26200,1
19546,0
16936,2
32339,0
7445,2
23283,2
37456,1
34189,0
19819,0
36128,2
35542,2
36833,0
30392,2
8013,0
11737,1
19151,0
40109,1
27605,0
579,2
34300,0
25470,2
34900,2
27006,0
36219,0
38963,0
39557,0
24427,2
20757,2
21086,2
21652,2
20729,0
39556,2
36800,0
16126,2
15451,0
4117,0
17696,2
29743,2
28173,0
3347,2
33342,1
39437,2
14620,2
22274,0
16984,2
37873,0
8745,2
31545,2
850,0
16879,1
31184,2
3952,1
39602,0
248,0
32700,1
19491,2
25140,2
19485,2
32913,1
4478,1
7157,2
38977,0
19460,1
28237,2
30709,2
2338,2
1145,1
15082,2
33091,1
37335,0
4884,0
5724,0
12102,2
1587,0
33255,2
18029,2
15459,0
22520,0
30076,2
5480,0
35787,0
34338,2
6049,0
26088,2
11041,0
33851,0
24320,0
37222,2
32027,1
18406,2
35241,2
7558,2
1653,2
19410,0
7078,1
8528,2
12660,0
38253,0
23471,1
33835,2
16632,2
29452,0
11696,0
39156,2
395,1
38671,2
19366,0
3933,1
3212,2
12046,1
33697,0
37426,2
27714,0
7775,1
16866,2
29391,1
31463,2
26407,1
9421,2
3589,0
12617,0
4246,2
5401,1
14271,0
40691,1
16655,0
22379,0
31988,2
4536,2
28601,0
38043,1
37097,0
24899,0
9901,2
22147,2
15849,2
20049,0
6653,0
17953,0
18674,0
10893,2
39834,2
32799,2
40880,2
27437,0
40285,0
26907,2
4067,0
11503,0
10591,1
15169,0
2854,0
23149,2
19949,2
31883,1
1317,0
6730,0
16345,0
19584,0
23201,0
3039,1
13890,1
12229,2
10068,0
29381,2
22188,0
27997,2
38132,0
12199,1
6590,2
7933,2
6875,2
10461,2
28,0
34061,2
26362,1
8949,2
38677,0
23578,0
23363,0
28685,2
24007,0
11949,2
23537,1
24288,1
13118,1
595,0
38515,2
6648,2
11295,0
40673,2
27078,1
5780,2
21458,0
9457,0
515,0
38798,1
10639,1
37475,2
39624,2
27849,2
41033,2
31797,2
31580,2
3803,2
6001,2
18104,2
30745,1
31724,1
425,0
25211,0
2320,0
14369,2
19383,0
34102,0
22434,0
35545,1
35116,2
19073,0
12336,0
17534,0
13105,0
27254,2
12694,0
56,2
4471,0
10850,0
7615,0
19992,2
7513,2
11651,1
12442,2
23056,0
25933,0
24002,2
28514,0
27551,2
7998,2
33504,2
20430,2
35019,2
29695,1
19736,0
7835,1
3782,2
15004,2
4716,2
23159,2
26495,1
1937,0
39488,1
37642,0
8438,0
7779,1
13817,2
11850,2
30581,2
29638,2
23695,0
27422,0
40972,2
27236,0
40014,0
3475,2
27900,2
3753,0
10211,0
15002,2
7940,2
39723,2
35842,0
23254,2
30257,0
40332,2
1510,2
27862,0
23617,2
11250,1
35040,2
17885,0
39854,2
40798,2
3720,0
26168,0
39848,2
34145,0
35293,0
2390,0
31311,2
16695,0
34912,1
37032,2
9387,0
1068,1
35951,2
39909,2
39392,0
17713,0
32021,0
9046,1
28776,2
34543,2
28847,0
25207,2
23138,2
26516,2
18555,0
20179,0
7569,2
31196,1
18178,0
23263,2
15812,0
20226,2
22463,0
3043,2
27552,1
6609,2
2852,2
4191,0
35465,1
21706,1
10392,0
5746,0
2834,2
25986,1
35778,2
4097,0
31361,2
20090,2
33191,2
21819,1
8033,2
8937,0
24718,0
7389,0
7599,2
14744,1
40115,0
16002,1
3665,2
15847,0
29960,1
24460,0
14147,0
6107,0
5426,0
19836,2
25864,2
1029,2
12432,2
9913,0
40163,2
17883,2
26956,0
16805,2
29470,0
33591,0
25120,0
17431,2
10205,1
6967,1
37560,2
731,0
2720,2
8846,1
14584,1
10185,2
35750,2
16677,0
25239,2
18619,0
20035,0
19109,0
493,1
4268,1
35731,2
16231,0
35791,0
7560,2
14352,2
15598,2
21424,2
21404,2
19299,0
10531,2
6481,1
8645,2
21050,1
33172,2
26647,2
14614,0
31373,2
5908,2
3453,1
30084,2
23543,0
24824,0
32832,2
17391,2
24860,0
16060,0
26661,2
40322,2
10012,2
23826,2
36929,1
34443,2
26043,2
352,2
484,1
286,2
24887,2
40561,2
18500,0
30718,2
4410,0
19820,2
38203,2
5216,0
29550,2
33318,0
29726,0
17772,2
30358,2
22004,2
9212,2
11613,0
30014,2
11270,2
25760,2
36541,2
30402,2
10239,0
9461,2
16997,0
6615,0
11340,2
26414,2
28209,0
4085,1
17509,2
40209,1
32317,2
39777,2
4688,0
18345,1
17922,1
16261,0
38131,2
29570,0
19924,0
35709,2
19708,1
24558,2
2522,0
10454,0
36016,2
8095,2
18589,0
28316,0
6547,0
23811,2
27574,1
38780,0
26970,2
38337,2
10172,1
32322,2
27660,0
3060,2
31409,2
14763,1
26793,2
2205,2
22440,0
6241,2
19498,1
523,2
36720,0
21207,0
26225,2
8877,0
37877,0
19886,1
23631,2
5507,0
33883,0
34086,0
8555,2
1797,0
23520,2
39485,2
798,0
32856,2
16780,0
8105,0
12419,2
27499,2
34942,1
10098,0
8624,2
21740,1
15226,0
31199,0
5225,2
10416,2
20612,2
21309,0
19250,0
15957,0
13606,1
29306,2
37477,2
5632,2
1247,0
25217,0
39793,0
37106,2
7249,0
8024,2
23414,1
2260,2
18357,0
37844,2
12830,0
773,2
1209,0
6607,1
24545,1
26773,1
19036,2
40687,0
9499,2
31990,2
31058,2
38811,1
5684,1
20740,0
32382,2
31981,2
8351,0
22139,2
23724,1
40984,1
20227,1
31805,0
16357,0
12853,0
33624,0
17404,0
33064,2
34610,0
37938,2
23260,0
16968,2
2243,1
21906,0
34481,2
38526,0
33009,2
3184,0
2680,2
6598,2
3497,1
6718,0
37333,2
38357,2
21178,2
12863,2
20096,2
25040,1
37984,1
26845,1
38818,0
33898,0
35156,0
18084,1
37425,2
24681,0
2270,1
1564,2
33059,0
33506,2
20362,2
34972,2
36050,0
28850,0
2691,1
27372,0
15531,0
34135,2
41044,2
17252,2
7401,0
10934,2
33942,2
28379,0
19493,0
29667,2
7614,2
17814,2
35659,0
9053,2
31592,2
32160,2
14897,0
11533,1
36270,1
35677,0
7848,2
35212,2
21382,0
9239,0
24641,2
6502,0
19033,0
37990,2
5503,0
39468,2
13273,1
27890,0
9006,0
32963,1
26786,2
19587,2
32422,2
11245,1
6595,0
26272,0
1767,2
24104,0
16298,1
19194,1
15487,0
4042,1
26384,2
32888,1
28403,0
19843,1
25861,2
780,1
31824,0
19831,0
31019,0
36821,0
37734,2
15637,0
23923,1
5882,0
4228,1
13872,0
39648,2
2644,0
59,0
14203,2
14661,2
28253,1
6539,2
19947,1
29648,0
36403,2
35772,2
11695,2
2868,0
14794,2
20327,2
12807,1
20638,2
18771,0
119,0
11910,1
33280,0
19387,1
6350,1
37482,1
5648,0
32844,0
32128,1
1071,0
37099,0
9361,2
39661,2
1716,2
18930,2
17092,2
12813,1
6449,2
40173,0
2645,1
28708,0
28199,0
34679,0
12990,1
6901,0
15537,0
22145,2
1018,2
39585,0
33931,2
24848,2
40004,2
13479,0
40524,2
3578,2
21631,2
25088,0
38297,2
25459,0
24366,2
16146,2
22663,0
32962,2
3789,0
9744,1
25799,1
23832,2
16551,2
31018,2
23453,0
3780,2
25157,2
16165,2
1817,2
16407,2
40439,2
26633,2
15561,2
25984,0
21241,0
159,2
39141,0
3421,0
32961,0
28528,0
20272,2
28763,2
24851,0
10801,1
23867,0
31782,2
37660,2
17591,2
21204,0
5108,0
2172,2
10217,0
25457,0
13114,2
21596,1
699,0
29448,0
8694,1
7699,1
8428,2
38667,1
4374,0
15349,0
40716,0
18525,2
10939,2
10432,2
40538,0
36957,2
17072,2
35637,2
19435,0
15986,2
28017,2
24623,1
40025,1
14672,2
22749,2
32635,1
17578,2
24020,2
37312,2
923,0
3372,0
3246,1
33729,2
7709,0
24459,1
14146,2
32982,0
16207,0
33734,0
32296,2
13138,2
2782,2
23862,1
31521,0
27579,0
26857,0
34831,1
6245,0
5705,2
15126,0
32297,2
40920,0
24561,2
4344,0
12882,2
23225,2
10396,2
1337,1
12540,0
34502,0
33714,2
22064,2
38273,2
12941,2
30748,2
32549,0
40474,1
14313,2
20999,0
32627,2
26434,1
11283,0
12593,2
30157,0
11661,2
33619,2
34296,2
28002,2
24787,1
32841,1
2675,1
30803,0
21359,0
20558,0
33423,2
128,2
6186,0
39091,2
13227,0
31533,2
15749,2
36400,2
29529,2
26389,2
14883,0
38672,0
27473,2
24112,1
36674,2
28744,2
1523,0
28170,2
22767,2
10475,0
18785,0
9745,2
7515,0
20565,1
7464,1
16917,2
9550,2
11845,0
16672,0
8747,0
5125,0
3155,0
9398,0
11411,2
24709,1
16746,2
13368,0
29773,2
34685,2
28747,2
13884,2
10625,0
34851,2
15996,2
18965,1
40397,0
25721,2
32811,1
24145,0
27922,1
26764,2
8889,0
30660,0
21045,2
25969,2
21161,0
34936,2
27151,0
7180,2
29359,1
35723,1
7648,2
14605,0
18995,0
32180,0
40818,0
2180,1
34961,0
12472,0
16845,1
13183,0
18081,2
15104,0
30563,2
22014,0
5192,1
28552,2
25286,2
27647,1
30606,2
8955,1
23188,0
8397,2
34142,0
449,2
12152,0
22576,2
19585,1
2269,2
15077,2
22579,0
11678,0
29892,2
25277,2
12755,1
21985,1
34002,1
6928,1
16004,1
20149,2
27787,1
15008,0
38380,2
38720,0
20086,1
11598,2
9540,2
16118,2
38374,2
20045,0
23680,0
36442,2
14506,2
23313,0
4381,1
36505,2
13639,1
22571,0
18683,0
15763,1
23580,1
35297,0
5213,2
29912,0
7004,1
7148,0
11370,0
31225,2
6447,1
34044,0
7379,2
22720,2
9009,1
31329,0
34699,2
1956,0
15731,0
33440,0
13943,0
36521,2
25727,2
8532,1
24768,2
39410,0
36377,2
34180,0
19345,2
25038,2
546,2
20625,0
20768,2
39271,2
14371,0
17451,2
33710,1
34876,0
38040,2
11260,2
38600,1
27926,2
27156,2
39926,2
13291,2
12438,0
37429,0
672,2
12050,0
21409,1
2314,0
37001,2
477,0
31524,1
31101,2
9087,0
5711,0
7303,1
20647,2
25801,0
24644,0
38165,2
4634,1
32613,1
2609,2
23446,1
33292,2
28339,0
36446,0
28586,2
2037,0
10209,0
28771,1
17345,2
15528,0
32740,0
40066,0
32271,2
17448,0
33276,0
5944,0
14410,0
31260,0
10798,0
27513,2
18384,1
36317,2
17389,2
31530,2
8159,0
19901,0
8825,2
22026,1
13806,0
21902,0
21697,1
36171,2
33229,2
32068,0
39019,1
39611,2
1105,1
18488,2
39666,1
5358,2
28663,1
12981,0
13611,2
2077,1
35565,2
9609,0
12904,0
3352,2
13297,2
10558,0
11148,2
39931,0
35763,2
4220,0
1985,0
17328,0
15353,2
26316,0
4795,2
38548,0
30939,1
28144,0
5179,1
7126,0
17710,1
36854,2
20867,2
38668,0
28255,2
26886,1
95,2
7432,2
27503,0
39949,2
18175,2
27347,2
18362,0
17871,0
16639,0
12534,2
29355,0
26004,0
38762,0
32400,2
24208,1
38163,2
40334,2
32537,0
32147,1
33482,2
40033,0
9632,2
28485,2
35222,0
5646,2
8787,2
34968,2
22331,0
16723,2
7861,0
34549,1
25578,0
20578,0
17579,2
5489,2
25357,2
11397,1
9057,1
232,0
12689,0
